File Number,Company Name,County,Region,Service Category Name,Email,Phone No
TRA1/47/B01/58942,SIMBISA BRANDS KENYA LTD - IMARA MALL,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58943,SIMBISA BRANDS KENYA LTD - RELIANCE CENTRE,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA4/27/B01/58944,SIMBISA BRANDS KENYA LTD - HIGHLANDS MALL,Uasin Gishu,Eldoret,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58945,SIMBISA BRANDS KENYA LTD - TOTAL KAMAKIS,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA4/27/B01/58946,SIMBISA BRANDS KENYA LTD - RUPAS MALL,Uasin Gishu,Eldoret,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/16/B01/58947,SIMBISA BRANDS KENYA LTD - OLA MACHAKOS,Machakos,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA6/32/B01/58949,SIMBISA BRANDS KENYA LTD - SAFARI CENTRE,Nakuru,Nakuru,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/16/B01/58950,SIMBISA BRANDS KENYA LTD - GREENPARK,Machakos,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58951,SIMBISA BRANDS KENYA LTD - EVERGREEN MALL,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/16/B01/58952,SIMBISA BRANDS KENYA LTD - OLA ATHI RIVER,Machakos,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58953,SIMBISA BRANDS KENYA LTD - SHELL - SIGONA,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58955,SIMBISA BRANDS KENYA LTD - TOTAL KILELESHWA,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA3/3/B02/58989,"COAST CUISINE ",Kilifi,Malindi,Restaurants,majidhamtut473@gmail.com,25472436160
TRA6/32/B01/58997,Daratim Enterprises Limited,Nakuru,Nakuru,Restaurants,hyrax.shell@gmail.com,727244018
TRA1//B02/59053,QUICK MART LIMITED DELI-KILELESHWA,Nairobi,Nairobi,Other food and beverage services,info@quickmart.co.ke,726666900
TRA1//B02/59054,QUICK MART LIMITED DELI-THOME,Nairobi,Nairobi,Other food and beverage services,info@quickmart.co.ke,726666900
TRA2//B02/59055,QUICK MART LIMITED-NYALI,Mombasa,Mombasa,Other food and beverage services,info@quickmart.co.ke,726666900
TRA1//B02/59056,QUICK MART LIMITED-OUTERING 2,Nairobi,Nairobi,Other food and beverage services,info@quickmart.co.ke,726666900
TRA3/3/B02/59061,BACAMAMU ENTERPRISES,Kilifi,Malindi,Restaurants,bacamamuenterprises@gmail.com,713847387
TRA3/3/B01/59064,BAHATI GELATERIA ITALIANA LIMITED,Kilifi,Malindi,Restaurants,bahatigelateria2018@gmail.com,702397346
TRA5/45/B01/59164,MASHAURI CAFE,Kisii,Kisumu,Restaurants,swelgrp@gmail.com,722858072
TRA7/21/B01/59178,MARMU T/A MARMU RESTAURANT LTD,Murang’a,Nyeri,Restaurants,marmu859@yahoo.com,722898456
TRA2/1/B01/59226,NADEEM'S BARBECUE,Mombasa,Mombasa,Restaurants,nadeemsbarbecue@gmail.com,"0723655748,"
TRA1/47/B01/59252,JAVA LANDSIDE,NULL,Nairobi,Restaurants,videlis.sanya@javahouseafrica.com,NULL
TRA7/19/B01/59257,Hofalem Company Limited,Nyeri,Nyeri,Restaurants,hofalemcompany9@gmail.com,722640980
TRA3/3/B01/59273,MTWAPA PALMS LTD,Kilifi,Malindi,Restaurants,mtwapapalmsltd@gmail.com,722878481
TRA5/45/B01/59301,DRESORT LIMITED,Kisii,Kisumu,Restaurants,DRESORTLIMITED@YAHOO.COM,723997444
TRA5/45/B01/59329,MARE QUALITY FOODS ENTERPRISE,Kisii,Kisumu,Restaurants,MAREFOOD7@GMAIL.COM,700476648
TRA7/21/B02/59331,La Moderna Resort,Murang’a,Nyeri,Restaurants,lamodernaresort@gmail.com,2.54722E+11
TRA3/3/B01/59332,"CLUB BAREEZY ",Kilifi,Malindi,Restaurants,ROZYHOLDING@GMAIL.COM,722898247
TRA6//B01/59333,HYGIENIC BUTCHERY( HIGHWAY),Nakuru,Nakuru,Restaurants,hygienicltd2005@gmail.com,707196479
TRA7/21/B01/59343,FAMOUS T/A MARMU RESTAURANT LTD,Murang’a,Nyeri,Restaurants,marmu859@yahoo.com,722898456
TRA7/21/B01/59354,KEPHUS T/A MARMU RESTAURANT LTD,Murang’a,Nyeri,Restaurants,marmu859@yahoo.com,722898456
TRA3/3/B01/59383,Guddy Kulthum Harbhajan T/A Robison Island Restaurant,Kilifi,Malindi,Restaurants,corinna.birkigt94@gmail.com,768001700
TRA7/21/B01/59424,Stanmatt Cafe Karugia,Murang’a,Nyeri,Restaurants,stanmattsoko@gmail.com,2.54722E+11
TRA3/3/B01/59449,PILIPAN LIMITED,Kilifi,Malindi,Restaurants,obadiah_thiongo@yahoo.com,722861790
TRA5/42/B01/59450,Kituh Moto Resort,Kisumu,Kisumu,Restaurants,carenochanda2030@gmail.com,715374377
TRA7/21/B01/012,Cafe' Japen's,Nyeri,Nyeri,Restaurants,pennywangui@gmail.com,0
TRA5/42/B01/59466,ROYAL CITY HOTEL-GARDENS,Kisumu,Kisumu,Restaurants,cotieno@royalcityhotel.co.ke,2547278999
TRA5/45/B01/59489,MIKE DIPLO,Kisii,Kisumu,Restaurants,DRESORTLIMITED@YAHOO.COM,710708353
TRA7/12/B01/142,Emerald Lounge Ltd,Meru,Nyeri,Restaurants,emeraldloungltd@gmail.com,25472288345
TRA1/47/B01/59552,GOLDEN CROWN HOTEL,Nairobi,Nairobi,Restaurants,simon.mugaa06@gmail.com,717292956
TRA5/42/B02/59571,MAHFUDH ASHUR RESTAURANT,Kisumu,Kisumu,Restaurants,mahfudhashurrestaurant@gmail.com,768885058
TRA3/3/B01/59608,ALMASI BUBBLES INN,Kilifi,Malindi,Restaurants,jacobmutahi@gmail.com,723800114
TRA2/1/B01/59627,Blue Coconut Ltd,Mombasa,Mombasa,Restaurants,raj@bluecoconut.co.ke,700089880
TRA6/32/B01/59655,RIFT FRIES RESTAURANT,Nakuru,Nakuru,Restaurants,rifrfries@yahoo.com,722886664
TRA1/16/B01/132,CAI VENTURES T/A NEW CAI RESORT,Machakos,Nairobi,Restaurants,caiventures20@gmail.com,713042098
TRA6/33/B01/59691,sahara coffee house,Narok,Nakuru,Restaurants,damarisnya@gmail.com,707584324
TRA7/21/B01/59695,NYAMA CHOMA VILLAGE,Murang’a,Nyeri,Restaurants,kajesim2010@gmail.com,710791466
TRA4/27/B01/59711,NICOS LOUNGE,Uasin Gishu,Eldoret,Restaurants,kinalimited@gmail.com,721793013
TRA1/47/B01/59712,EAT N GO LIMITED CSC VILLAGE MARKET,Nairobi,Nairobi,Restaurants,Stephen.Oyugi@Eatngo-kenya.com,714871332
TRA7/21/B02/59740,METUMI GENERATION KLUB,Murang’a,Nyeri,Restaurants,kikasenterprises@gmail.com,722892418
TRA5/39/B01/59751,Highway Shoppers Motel,Bungoma,Kisumu,Restaurants,obaraednah78@gmail.com,723149777
TRA7/21/B01/59769,JANGWANI SAFARI LODGE,Murang’a,Nyeri,Restaurants,jangwanicamp@gmail.com,702703339
TRA4/27/B01/59771,KINA CLUB,Uasin Gishu,Eldoret,Restaurants,kinalimited@gmail.com,721793013
TRA5/45/B02/59777,AL-HUDA HOTEL,Kisii,Kisumu,Restaurants,shaabanmohameddiis@gmail.com,72988100
TRA3/3/B01/59784,KIBIRU EMPORIUM,Kilifi,Malindi,Restaurants,gladwellkibiru@yahoo.com,713237083
TRA5/40/B01/59792,Bliss Park Resort,Busia,Kisumu,Restaurants,vomoyi@gmail.com,25470881504
TRA3/3/B01/59828,Somaki limited,Kilifi,Malindi,Restaurants,somakiltd@gmail.com,717251489
TRA6/32/B01/59829,bellizia,Nakuru,Nakuru,Restaurants,joram89m.jn@gmail.com,25472867384
TRA5/39/B01/59862,DRIPS HOTEL LTD,Bungoma,Kisumu,Restaurants,dripshotellimited@gmail.com,714234905
TRA3/3/B01/59903,Rasta Beach & Restaurant Mayungu,Kilifi,Malindi,Restaurants,mayungubeach@gmail.com,734775496
TRA5/45/B01/59913,LEGENDS ARENA LOUNGE,Kisii,Kisumu,Restaurants,carrenomwenga@gmail.com,2.5472E+11
TRA6/30/B02/59941,KAMCO BARINGO HOTEL,Baringo,Nakuru,Restaurants,komenmeshack14@gmail.com,721677054
TRA6/35/B01/59953,DANSED HOTELS LTD,Kericho,Nakuru,Restaurants,sediangetich@gmail.com,724240135
TRA3/3/B02/59964,NEW COUNTRY CLUB,Kilifi,Malindi,Restaurants,newcountryc@gmail.com,703268511
TRA5/45/B02/59970,COFFEE ANNAN HOTEL,Kisii,Kisumu,Restaurants,senioryahya455@gmail.com,712957753
TRA4/37/B01/59977,KHETIAS KAKAMEGA-GIGABITE,Kakamega,Eldoret,Restaurants,andera@khetia.com,734894608
TRA5/39/B01/60026,ZABIBU RESTAURANT LIMITED,Bungoma,Kisumu,Restaurants,ZABIBURESTAURANT@GMAIL.COM,724348681
TRA5/41/B01/60064,Waterfront @ Uhasi Ltd,Siaya,Kisumu,Restaurants,waterfront.uhasi@gmail.com,25470349161
TRA4/27/B01/60093,BLUE NIGHTFALL LOUNGE AND ACCOMODATION,Uasin Gishu,Eldoret,Restaurants,null,721398425
TRA1/16/B01/125,ROMATOMWI INVESTMENT LTD T/A HORNBILL MACHAKOS,Machakos,Nairobi,Restaurants,nyerilg@gmail.com,722303642
TRA2/3/B01/60129,PUB LAGOONER HOTEL,Kilifi,Mombasa,Restaurants,nzaokari@gmail.com,25426276605
TRA6/35/B01/60130,N'Ngoina Road Kikao Restaurant Limited,Kericho,Nakuru,Restaurants,kikaongoinaroad@gmail.com,722992281
TRA3/3/B01/60171,SAFINA BEACH BAR & GRILL,Kilifi,Malindi,Restaurants,SAFINAHOUSEWATAMU@GMAIL.COM,719214521
TRA4/29/B01/60175,KING SOLOMONS GARDEN,Nandi,Eldoret,Restaurants,karencmutai@gmail.com,25422335401
TRA4/26/B01/60205,FORBES EMPIRE GROUP LTD,Trans-Nzoia,Eldoret,Restaurants,forbesloungeofficial@gmail.com,746868623
TRA1/47/B01/60206,MBUZI FOODS LIMITED T/A MBUZI MUNCH  LAVINGTON BRANCH,Nairobi,Nairobi,Restaurants,golfpark@mbuzimunch.com,792716761
TRA5/42/B01/60224,MASRUR ENTERPRISES LTD,Kisumu,Kisumu,Restaurants,MASRURENTERPRISES@GMAIL.COM,721343411
TRA5/42/B01/60232,New Victoria Hotel,Kisumu,Kisumu,Restaurants,newvictoriahotelksm@gmail.com,768885058
TRA4/23/B02/60248,CRADLE AKAI ECOLODGE KAKUMA LIMITED,Turkana,Eldoret,Restaurants,financecradle20@gmail.com,759399040
TRA7/21/B02/60255,Cafe Zilla,Murang’a,Nyeri,Restaurants,cafezilla0@gmail.com,727111518
TRA5/37/B02/60264,Signature Roots,Kakamega,Kisumu,Restaurants,signatures2022@gmail.com,722687679
TRA7/19/B01/60284,Urban Smoke,Nyeri,Nyeri,Restaurants,urbansmoke.ke@gmail.com,742429111
TRA5/39/B01/60316,HOTEL MUSHROOM,Bungoma,Kisumu,Restaurants,MUSHROOMHOTEL1@GMAIL.COM,2.54723E+11
TRA7/20/B01/60317,Yaya Pizzeria Ltd- Kerugoya,Kirinyaga,Nyeri,Restaurants,yayapizzerialimited@gmail.com,721361980
TRA5/38/B01/60352,FASTER FASTER HOTEL,Vihiga,Kisumu,Restaurants,hotelfasterfaster@gmail.com,712621066
TRA5/45/B01/60354,SIMBA HILLSPARK  HOTEL,Kisii,Kisumu,Restaurants,simbahillspark@gmail.com,783309909
TRA4/29/B02/60355,NEW KING SOLOMON,Nandi,Eldoret,Restaurants,ababrahamkmutai@gmail.com,722335401
TRA5/42/B01/60375,MAHFUDH ASHUR RESTAURANT,Kisumu,Kisumu,Restaurants,mahfudhashurrestaurant@gmail.com,768885058
TRA5/37/B01/60379,MILIMANI GREENS INVESTMENTS,Kakamega,Kisumu,Restaurants,WOLIMUS@YAHOO.COM,722663275
TRA5/45/B01/60382,EVERYCOIN MATTERS LIMITED-EL-PARAISO GARDEN,Kisii,Kisumu,Restaurants,cmm.maina@gmail.com,721789657
TRA5/42/B02/60403,VICTORIA BAKERY,Kisumu,Kisumu,Restaurants,victoriabakeryksm@gmail.com,768885058
TRA7/19/B01/60427,Yaya Pizzeria Limited- Nyeri,Nyeri,Nyeri,Restaurants,yayapizzerialimited@gmail.com,721361980
TRA5/42/B02/60443,VICTORIA BAKERY,Kisumu,Kisumu,Restaurants,victoriabakeryksm@gmail.com,768885058
TRA1/47/B02/60600,Gibprez Investment T/A Mugg & Bean Kimathi street,Nairobi,Nairobi,Restaurants,kImathitss22@gmail.com,0
TRA1/47/B01/60608,JEBY ENTERPRISES / MUGG & BEAN NGONG RD,Nairobi,Nairobi,Restaurants,ngongroadtss22@gmail.com,721461560
TRA1/47/B02/60610,DORIAN ENTERPRISE/MUGG BEAN MOMBASA ROAD,Nairobi,Nairobi,Restaurants,totalenergiesmuggbean@gmail.com,720464576
TRA1/47/B02/60622,NICTAS ENTERPRISE,Nairobi,Nairobi,Restaurants,abctotalenergies@gmail.com,721756403
TRA4/26/B02/60625,SAROZ GARDENS AND RESORT,Trans-Nzoia,Eldoret,Restaurants,SAROZGARDENS@GMAIL.COM,725852221
TRA1/47/B01/60630,ZASHA INVESTMENTS T/A MUGG&BEAN,Nairobi,Nairobi,Restaurants,hurlinghamtess@gmail.com,722372158
TRA1/47/B02/60632,"TOPSERVE  INVESTMENT T/A  MUGG  & BEAN   OTM  STATEHOUSE ",Nairobi,Nairobi,Restaurants,statehousetess@gmail.com,725428983
TRA5/38/B02/60655,BANJA MAINZ RESORT,Vihiga,Kisumu,Restaurants,mbulikajoash@yahoo.com,2.54723E+11
TRA4/27/B01/60691,BARRY'S BISTRO  LIMITED,Uasin Gishu,Eldoret,Restaurants,bistrobarrys@gmail.com,757533945
TRA6/33/B01/60868,"CISMARA ACACIA MOTEL ",Narok,Nakuru,Restaurants,cismaraacacia@gmail.com,720293654
TRA6/31/B02/60881,EASTWARD GARDEN HOTELS LTD,Laikipia,Nakuru,Restaurants,eastwardhotel@gmail.com,727489968
TRA1/16/B01/60918,COVENT HILLS GUEST HOUSE,Machakos,Nairobi,Restaurants,coventhills14@gmail.com,742307855
TRA1/47/B01/620,ZEN GARDEN LIMITED,Nairobi,Nairobi,Restaurants,hr@zengarden.co.ke,0
TRA1/47/B02/61041,DEQUALMAK ENTERPRISE T/A TOTAL GIGIRI MUGG& BEAN,Nairobi,Nairobi,Restaurants,gigiritotal@gmail.com,0721 909177
TRA4/26/B01/055,Chairman's Lounge,Trans-Nzoia,Eldoret,Restaurants,nnamandanasila@gmail.com,722631459
TRA1/47/B01/61111,Mintque Company Ltd,Nairobi,Nairobi,Restaurants,accounts@wildlycoffee.com,732348872
TRA6/32/B01/61116,SPACE NEXT DOOR LTD,Nakuru,Nakuru,Restaurants,spacenxtdoorltd@gmail.com,726953142
TRA5/45/B01/61146,EVERYCOIN MATTERS LIMITED-SAIMA VILLAGE INN,Kisii,Kisumu,Restaurants,cmm.maina@gmail.com,721789657
TRA1/47/B01/61167,PRONTO CATERING LIMITED - CITY HOUSE,Nairobi,Nairobi,Restaurants,prontocafe2015@gmail.com,721909085
TRA1/47/B01/61173,PRONTO CATERING LIMITED - St. ELLIES,Nairobi,Nairobi,Restaurants,prontocafe2015@gmail.com,721909085
TRA1/47/B01/61175,PRONTO CATERING LIMITED - UCHUMI HOUSE,Nairobi,Nairobi,Restaurants,prontocafe2015@gmail.com,721909085
TRA4/23/B01/61269,ERAIT PENSION RESORT,Turkana,Eldoret,Restaurants,eraitpension@gmail.com,712895540
TRA5/42/B01/61328,ALKY LOUNGE,Kisumu,Kisumu,Restaurants,alkyloungelimited@gmail.com,721393037
TRA6/32/B01/61380,OTHAYA ANNEX RESTAURANT,Nakuru,Nakuru,Restaurants,othayaannex@gmail.com,700469212
TRA1/47/B01/61382,Grand Trine Ltd T/A AJode dishes,Nairobi,Nairobi,Restaurants,BENX_87@YAHOO.COM,0
TRA4/27/B02/61389,SAILORS PUB,Uasin Gishu,Eldoret,Restaurants,null,711311065
TRA4/27/B01/61394,VIESTA RESTAURANT,Uasin Gishu,Eldoret,Restaurants,joelagat@gmail.com,722271142
TRA5/45/B01/61424,SWAN VALLEY LOUNGE & RESTAURANT LIMITED,Kisii,Kisumu,Restaurants,dgisemba@gmail.com,720333009
TRA1/47/B01/61549,FLAVOR TOWN CAFE-KILIMANI,Nairobi,Nairobi,Restaurants,mromar980@gmail.com,796000090
TRA1/47/B01/61554,FLAVOR TOWN CAFE-IMARA,Nairobi,Nairobi,Restaurants,mromar980@gmail.com,701000090
TRA1/47/B01/61555,"FLAVOR TOWN CAFE-EASTLEIGH ",Nairobi,Nairobi,Restaurants,mromar980@gmail.com,701000090
TRA2/2/B02/61609,Madeira Terminal Two Limited,Kwale,Mombasa,Restaurants,madeiraterminaltwo@gmail.com,793904444
TRA1/47/B01/61644,Number seven ltd,Nairobi,Nairobi,Restaurants,numbersevenltd@gmail.com,721148889
TRA1/47/B01/61646,OLIVE RESTAURANT,Nairobi,Nairobi,Restaurants,info@oliverestaurant.co.ke,716271709
TRA1/47/B01/61834,TOP RISE RESTAURANT LIMITED,Nairobi,Nairobi,Restaurants,omar_heegan@hotmail.com,722588563
TRA6/32/B01/61836,ALPACINO'S GARDEN LOUNGE,Nakuru,Nakuru,Restaurants,alban4likhanga@yahoo.com,722530328
TRA1/47/B01/61839,GREEN VIEW RESTAURANT LIMITED,Nairobi,Nairobi,Restaurants,caesarndegwa@gmail.com,700472248
TRA6/33/B02/61868,ABT INVESTMENT LTD,Narok,Nakuru,Restaurants,abtinvestmentltd@gmail.com,745924716
TRA2/1/B01/61899,ISSAK BARBEQUE LIMITED,Mombasa,Mombasa,Restaurants,issakbarbequelimited@gmail.com,737500220
TRA6/32/B01/61904,ROYAL HOUSE,Nakuru,Nakuru,Restaurants,royalwines384@gmail.com,719698010
TRA1/47/B01/61913,DREAM BEAN HOUSE,Nairobi,Nairobi,Restaurants,dreambeanhouse@gmail.com,724399550
TRA1/47/B01/61931,Napam food planet limited,Nairobi,Nairobi,Restaurants,napamm28@yahoo.com,717166909
TRA1/47/B01/61984,MAIDA RESTAURANT,Nairobi,Nairobi,Restaurants,maidarestaurant23@gmail.com,722515183
TRA4/27/B02/62026,"VANSO LOUNGE ",Uasin Gishu,Eldoret,Restaurants,davidmwangi960@gmail.com,792431824
TRA1/47/B01/62045,YASMIN'S CATERING LIMITED,Nairobi,Nairobi,Restaurants,noorin.jeraj@gmail.com,722651824
TRA1/47/B01/356,Africa future ventures Ltd t/a cheers bakery and cafe,Nairobi,Nairobi,Restaurants,operationscheerskenya@gmail.com,0
TRA1/47/B02/62083,The Cookie Bar,Nairobi,Nairobi,Restaurants,thecookiebarke@gmail.com,746850525
TRA5/45/B01/62119,CHOMA CHOMA AVENUE LOUNGE LIMITED,Kisii,Kisumu,Restaurants,CHOMACHOMAAVENUELOUNGE@GMAIL.COM,769444402
TRA6/32/B01/62134,Neleshwa Bush,Nakuru,Nakuru,Restaurants,neleshwa.bush@gmail.com,745203410
TRA1/47/B02/62229,Tides Flow Ltd,Nairobi,Nairobi,Restaurants,tydesflow@gmail.com,712704676
TRA4/27/B02/113,"TIMBAXO LOUNGE ",Uasin Gishu,Eldoret,Restaurants,xo.timba@gmail.com,726650247
TRA5/38/B01/62322,Starlight Bar & Restaurant,Vihiga,Kisumu,Restaurants,gideonmelly@gmail.com,722223535
TRA1/47/B01/62326,ROSANTOS CATERING LIMITED,Nairobi,Nairobi,Restaurants,rbongera@gmail.com,702548654
TRA1/47/B01/62358,COUNTRY COOKING,Nairobi,Nairobi,Restaurants,JNGUGI2035@GMAIL.COM,721317479
TRA1/17/B01/62363,DORAH VILLA HOTEL,Makueni,Nairobi,Restaurants,astonkasyoki@yahoo.com,2.54701E+11
TRA1/47/B01/62397,COUNTRY COOKING,Nairobi,Nairobi,Restaurants,JNGUGI2035@GMAIL.COM,721317479
TRA1/16/B01/122,KATHIANI INN,Machakos,Nairobi,Restaurants,munyao2012@gmail.com,723398790
TRA7/20/B01/62488,Bistro Sagana,Kirinyaga,Nyeri,Restaurants,Moseblessed@gmail.com,721998579
TRA5/39/B02/62490,COAL CARBON LOGISTICS LTD,Bungoma,Kisumu,Restaurants,BARBRANYANZA99@GMAIL.COM,702464081
TRA1/47/B01/62764,MC FRYS LIMITED - KIAMBU,Nairobi,Nairobi,Restaurants,mcfrysltd@gmail.com,731998998
TRA1/47/B01/62816,ANKARA FOOD COURT LIMITED,Nairobi,Nairobi,Restaurants,ankarafoodcourt@gmail.com,722407000
TRA1/47/B01/62851,"MC FRYS LIMITED-SOUTH C ",Nairobi,Nairobi,Restaurants,mcfrysltd@gmail.com,731998998
TRA6//B01/62876,GIFTMART LITEIN,Kericho,Nakuru,Restaurants,giftmartsupermarket@gmail.com,728331410
TRA6//B01/62877,GIFTMART KERICHO TOWN,Kericho,Nakuru,Restaurants,giftmartsupermarket@gmail.com,728331410
TRA2/1/B02/62909,TOSCANA RESTAURANT AND LOUNGE,Mombasa,Mombasa,Restaurants,toscanarest23@gmail.com,25472681773
TRA2/2/B01/62977,AL YASMIN SWAHILI DISHES,Kwale,Mombasa,Restaurants,divwahomar@gmail.com,720448662
TRA4/27/B01/62980,CALABASH CAFE,Uasin Gishu,Eldoret,Restaurants,kamaurachael15rk@gmail.com,725832132
TRA4/27/B01/63012,"ASMARA LOUNGE- BLUE REIGNCORP LIMITED ",Uasin Gishu,Eldoret,Restaurants,emmungai88@gmail.com,710978530
TRA3/3/B01/63160,"Carwash Bar & Restaurant ",Kilifi,Malindi,Restaurants,raikingi@yahoo.com,769466050
TRA1/47/B01/64257,ARABIAN PALACE,Nairobi,Nairobi,Restaurants,arabianpalace13@gmail.com,746112552
TRA5/42/B01/64345,ANDISA EATERY,Kisumu,Kisumu,Restaurants,naomogello@gmail.com,729489725
TRA4/27/B01/64358,"THE REGENCY HOTEL & BUTCHERY ",Uasin Gishu,Eldoret,Restaurants,hezronkiprop@gmail.com,721629681
TRA4/27/B02/64394,MWANGAZA HOTEL & BUTCHERY,Uasin Gishu,Eldoret,Restaurants,null,703722594
TRA4/27/B01/64620,BIG SPOON CAFE LIMITED-ZION MALL,Uasin Gishu,Eldoret,Restaurants,bigspooncafeltd@gmail.com,720692929
TRA1/47/B01/64660,YOUNG DRIFTERS LOUNGE LTD,Nairobi,Nairobi,Restaurants,youngdrifterslounge@gmail.com,722710970
TRA1/16/B01/64663,TEATOTHOTEL LIMITED,Machakos,Nairobi,Restaurants,ca@teatothotels.com,723724297
TRA1/16/B01/64779,FANELA SPRINGS RESTAURANT,Machakos,Nairobi,Restaurants,joshuahmusyimi@gmail.com,722684548
TRA1/16/B01/64844,SILENT BAR & RESTAURANT,Machakos,Nairobi,Restaurants,johnstonekathuli8@gmail.com,2.54702E+11
TRA1/47/B02/64872,GIBPREZ INVESTMENT,Nairobi,Nairobi,Restaurants,shoptworivers9@gmail.com,704743425
TRA3/3/B01/64973,ZEIPA KENYA LTD,Kilifi,Malindi,Restaurants,zeinajeneby@yahoo.com,710975606
TRA3/3/B01/64982,"AL MANSUR CAFE ",Kilifi,Malindi,Restaurants,salimmahrous25@gmail.com,718851433
TRA1/34/B01/65121,OLE MAJID RESTAURANT,Kajiado,Nairobi,Restaurants,mohamedigbal2015.majid@gmail.com,720531685
TRA4/27/B01/65221,PEARL COFFEE COURT LTD,Uasin Gishu,Eldoret,Restaurants,pearlcoffeecourt@gmail.com,725490147
TRA4/27/B01/65268,CKAYS COFFEE HOUSE,Uasin Gishu,Eldoret,Restaurants,ckayscoffeehouse@gmail.com,712243846
TRA2/1/B01/65272,CHOPIT EXPRESS LIMITED,Mombasa,Mombasa,Restaurants,mo@chopit.net,25473424304
TRA2/47/B01/65347,CHOPIT EXPRESS LIMITED,Nairobi,Mombasa,Restaurants,mo@chopit.net,734243049
TRA4/27/B01/249,SIXTY- FOUR TROPICAL DISHES LTD,Uasin Gishu,Eldoret,Restaurants,64tropicaldishes@gmail.com,0
TRA1/47/B01/65492,HARAKA SAMAKI COMPANY LIMITED,Nairobi,Nairobi,Restaurants,joshuaosero9@gmail.com,726300602
TRA3/3/B01/65522,DABASO CREEK CONSERVATION GROUP,Kilifi,Malindi,Restaurants,dabasocreek@gmail.com,718734367
TRA1/47/B01/65547,MUZI BAKERY CO LTD,Nairobi,Nairobi,Restaurants,1716086909@QQ.COM,794355878
TRA4/27/B01/65577,BEAMS SQUARE,Uasin Gishu,Eldoret,Restaurants,damaapiloy@gmail.com,710674152
TRA4/27/B01/65587,CHIM'S OVEN HOUSE LIMITED,Uasin Gishu,Eldoret,Restaurants,null,719837341
TRA6/32/B01/65589,The Lawns Restaurant,Nakuru,Nakuru,Restaurants,thelawnsrestaurant@gmail.com,25470008420
TRA1/47/B01/65600,Lanzhou Silk Noodles Co. limited,Nairobi,Nairobi,Restaurants,lanzhousilknoodles@gmail.com,728068302
TRA1/47/B01/65618,JIANG NAN GONG SHE LIMITED,Nairobi,Nairobi,Restaurants,xie520336@gmail.com,757974924
TRA2/1/B01/65619,Sason Limited,Mombasa,Mombasa,Restaurants,sasonlimited2021@gmail.com,721777110
TRA1/47/B01/65634,CHIQ-QICK GROUP LIMITED,Nairobi,Nairobi,Restaurants,KOKI.NAKAYAOFFICIAL@GMAIL.COM,741949430
TRA3/3/B01/65643,MAMUSH HOTEL,Kilifi,Malindi,Restaurants,didsyyou1@gmail.com,743302503
TRA3/3/B01/65645,MUDZO LOUNGE BAR,Kilifi,Malindi,Restaurants,mudzolounge@gmail.com,703995745
TRA1/34/B01/65729,SIRONKA VALLEY RESORT & SPA,Kajiado,Nairobi,Restaurants,flx_otieno@yahoo.com,740564032
TRA1/47/B01/65735,JIANG NAN XIAO YUAN VENTURE LIMITED,Nairobi,Nairobi,Restaurants,jiangnanxiaoyuan659@gmail.com,705738158
TRA3/3/B01/65768,MANSOUR ALI ABDALLA,Kilifi,Malindi,Restaurants,rashidseif31@gmail.com,726872426
TRA1/22/B02/65936,NGECHA ORGANICS LTD,Kiambu,Nairobi,Restaurants,info@mlango.org,728848296
TRA1/47/B01/66070,FALAFEL HOUSE LIMITED,Nairobi,Nairobi,Restaurants,adodhia22@gmail.com,746127115
TRA3/5/B01/66173,FLOATING PUB AND RESTAURANT,Lamu,Malindi,Restaurants,fridah_njeri@yahoo.com,721510852
TRA1/47/B01/66205,HAKUNA MATATA CAFE,Nairobi,Nairobi,Restaurants,ANSHKALIMITED@GMAIL.COM,2.54736E+11
TRA2/1/B01/66255,PALM LOTUS LIMITED,Mombasa,Mombasa,Restaurants,PUREKENYA12@GMAIL.COM,726027494
TRA2/1/B01/66400,LIS BARBEQUE RESTAURANT LTD,Mombasa,Mombasa,Restaurants,anglomeatsaccounts@yahoo.com,735838959
TRA3/3/B01/66648,KACHAWE BEACH BAR & RESTAURANT,Kilifi,Malindi,Restaurants,uovokenyasafari@gmail.com,725070459
TRA4/27/B01/66701,TAMU EVENTS AND CATERING SERVICES LIMITED T/A TAMU RESTAURANT,Uasin Gishu,Eldoret,Restaurants,tamurestaurantskenya@gmail.com,732740890
TRA4/29/B01/66763,"HILLRUK HOTEL ",Nandi,Eldoret,Restaurants,hillrukhotel@gmail.com,722751641
