File Number,Company Name,,County,Regional Office,Service Category Name,Email,Phone
TRA6/33/C01/57780,Meckna Expedition Ltd,,Narok,Nakuru,Tour or safari operators,"mecknaexpedition@gmail,com",721748958
TRA5/40/C01/57793,GLAMOURLAND AFRICA SAFARI LIMITED,,Busia,Kisumu,Tour or safari operators,info@glamourlandafricasafari.com,25472196165
TRA1/47/C01/57805,ATOLO AFRICA TRAVEL GROUP LIMITED,,Nairobi,Nairobi,Tour or safari operators,belime050@gmail.com,712738051
TRA1/47/C04/57901,FLY HIGH AGENCY LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@flyhighagency.co.ke,25411526914
TRA1/47/C01/2396,CENTURION TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,holidays@centurionsafaris.com,0
TRA6/32/C01/57931,Obed in the wild adventures limited,,Nakuru,Nakuru,Tour or safari operators,obedinthewild90@gmail.com,726226706
TRA1/47/C01/57948,Landrail Safaris Ltd,,Nairobi,Nairobi,Tour or safari operators,info@landrailsafaris.com,756597005
TRA6/32/C01/57968,THE GREAT RIFT VALLEY LODGE PLC,,Nakuru,Nakuru,Tour or safari operators,Crispin.Ochieng@riftvalley-resort.co.ke,720556747
TRA5/42/C01/57996,GRAND SUMMITS & SAFARIS lIMITED,,Kisumu,Kisumu,Tour or safari operators,grandsummitsandsafaris@gmail.com,729675178
TRA1/47/C04/58002,Concorde Safaris Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),deena@concorde.co.ke,2.54722E+11
TRA1/47/C02/58006,RIGOMA  5 TOURS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,lmarigwa@gmail.com,2.54725E+11
TRA6/33/C01/58010,BARAKA LODGES LTD,,Narok,Nakuru,Tour or safari operators,henry.musango@jwmarriottmasaimara.com,725167908
TRA6/32/C01/58011,Twinspot Tours and Travel Ltd,,Nakuru,Nakuru,Tour or safari operators,twinspottoursafrica@gmail.com,2.54701E+11
TRA6/32/C01/58053,JENSEN GLEN SAFARIS,,Nakuru,Nakuru,Tour or safari operators,jensenglensaf@gmail.com,722467516
TRA2/1/C01/58069,PICTURE PERFECT SAFARIS LTD,,Mombasa,Mombasa,Tour or safari operators,INFO@PICTUREPERFECTSAFARIS.COM,721527111
TRA1/47/C04/58070,EMELA SAFARIS AND TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),emelasafaris.travel@gmail.com,729552611
TRA3/3/C01/58080,Ultimate Africa Expeditions Limted,,Kilifi,Malindi,Tour or safari operators,harrison@ultimateafricaexpeditions.com,706553544
TRA1/47/C01/58099,LORNA VENTURES,,Nairobi,Nairobi,Tour or safari operators,lornasafaris@gmail.com,724100080
TRA1/47/C01/58117,Ndurumo Tours and Safaris,,Nairobi,Nairobi,Tour or safari operators,info@ndurumosafaris.com,768817478
TRA2/1/C01/58135,SABERTOOTH TREK EXPEDITIONS,,Mombasa,Mombasa,Tour or safari operators,INFO@SABERTOOTHTREKEXPEDITIONS.COM,722315798
TRA2/1/C01/58142,PENDO ADVENTURE TOURS LIMITED,,Mombasa,Mombasa,Tour or safari operators,walterndungu@yahoo.com,722415179
TRA6/32/C02/58155,THE WILDER GROUP LTD,,Nakuru,Nakuru,Tourist service vehicle hire,manager@thecliffkenya.com,727818888
TRA1/47/C01/58158,LACAVIOS LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@lacaviosafrica.com,25472303272
TRA1/47/C01/58182,BONFIRE ADVENTURES -WARWICK,,Nairobi,Nairobi,Tour or safari operators,warwick@bonfireadventures.com,2.5473E+11
TRA2/01/C04/36,ACHIEVERS TRAVEL SERVICES LTD,,Mombasa,Mombasa,Travel Agency  (Ticketing),accounts@achieverstravel.com,728718985
TRA6/32/C01/58197,BINOCAM AVENTURES LTD,,Nakuru,Nakuru,Tour or safari operators,ndachi@yopmail.com,25478075750
TRA1/47/C04/58204,Joyous Journey Adventures,,Nairobi,Nairobi,Travel Agency  (Ticketing),joycemurray79@gmail.com,723076947
TRA1/47/C04/58237,AVIANETAVIAREPS TRAVEL MANAGEMENT LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),Lmusyoka@aviareps.com,782777555
TRA1/47/C01/58247,SUPREME SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,jackson.n@jac.co.ke,720601656
TRA6/32/C01/58251,GREAT KENYA TOURS,,Nakuru,Nakuru,Tour or safari operators,greatkenyatours@gmail.com,720263531
TRA1/47/C04/58275,Achievers travel services limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),accounts@achieverstravel.com,700424564
TRA7/19/C01/58285,GREEN BARBET ADVENTURES,,Nyeri,Nyeri,Tour or safari operators,greenbarbetadventures@gmail.com,721379112
TRA1/47/C01/3350,Lidoc Kenya Limited,,Nairobi,Nairobi,Tour or safari operators,lidockenya@gmail.com,0
TRA2/1/C04/58295,Nozama Travel Solutions,,Mombasa,Mombasa,Travel Agency  (Ticketing),INFO@nozamatravel.com,721861817
TRA1/47/C01/58301,Go East Africa Safaris Ltd,,Nairobi,Nairobi,Tour or safari operators,info@goeastafricasafaris.com,735867454
TRA1/19/C02/113,WETOUR SAFARIS LIMITED,,Nyeri,Nairobi,Tourist service vehicle hire," ndira.bn@gmail.com ",25472024288
TRA6/32/C04/58317,sharnoor travel agency,,Nakuru,Nakuru,Travel Agency  (Ticketing),koechpurity613@gmail.com,711692378
TRA1/47/C04/58320,PRIMATE TOURS,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@primate-tours.com,741836648
TRA1/47/C01/58323,KIKWETU EXPEDITION ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,opulencedennis@gmail.com,782280506
TRA1/47/C01/1472,TWIN LION SAFARIS,,Nairobi,Nairobi,Tour or safari operators,twin.lionsafaris@gmail.com,722998410
TRA1/22/C01/58345,ONEPLUS EXPEDITION SAFARIS LIMITED,,Kiambu,Nairobi,Tour or safari operators,info@oneplusecosafaris.co.ke,2.54102E+11
TRA3/3/C01/58402,MOYO WA DUNIA LIMITED,,Kilifi,Malindi,Tour or safari operators,lunahousemalindi@gmail.com,25470883602
TRA1/47/C04/58428,TOURLAST  LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),INFO@TOURLAST.COM,25711386699
TRA1/47/C04/58440,GOOD HOPE LEISURE LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),goodhopeleisure@gmail.com,721835231
TRA1/47/C02/58450,LICETRE SAFARIS,,Nairobi,Nairobi,Tourist service vehicle hire,licetresafaris@gmail.com,724395359
TRA1/47/C01/58481,Angama Limited,,Nairobi,Nairobi,Tour or safari operators,accounts@angama.com,2.54728E+11
TRA1/22/C01/58482,Bushwatch Safaris Ltd,,Kiambu,Nairobi,Tour or safari operators,james@bushwatchsafaris.com,723500977
TRA1/47/C01/58483,Africa Bed Of Roses Safaris,,Nairobi,Nairobi,Tour or safari operators,info@africabedofrosessafaris.com,726794567
TRA1/47/C01/58490,SPN Tours Limited,,Nairobi,Nairobi,Tour or safari operators,info.spn.tours@gmail.com,714001024
TRA1/47/C01/58496,MATHEW SAFARIS AND GEOGRAPHIC LIMITED,,Nairobi,Nairobi,Tour or safari operators,mathewssafaris@gmail.com,722823795
TRA1/47/C01/58499,DREAMVOY SAFARIS COMPANY,,Nairobi,Nairobi,Tour or safari operators,MOSSEHWAGGRH@GMAIL.COMP.O BOX 50756,25474572952
TRA2/2/C01/58511,CAMP KENYA(HOLDINGS)LIMITED,,Kwale,Mombasa,Tour or safari operators,oliech@campkenya.com,25471587066
TRA1/47/C04/58538,Talent Travel & Tours Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@talenttravel.net,2.54722E+11
TRA3/3/C01/58554,KUDU ECO LIMITED,,Kilifi,Malindi,Tour or safari operators,manager.kuducamp@gmail.com,722734789
TRA1/47/C01/58569,BONFIRE ADVENTURES-NEXTGEN,,Nairobi,Nairobi,Tour or safari operators,nextgen@bonfireadventures.com,713866608
TRA1/47/C01/58593,EQUITORIAL STAR ADVENTURE SAFARI LTD,,Nairobi,Nairobi,Tour or safari operators,info@equitorialstar.com,705181188
TRA2/2/C01/58606,BIGRANS AFRICA TOURS AND SAFARIS LIMITED,,Kwale,Mombasa,Tour or safari operators,MWAUCIALI@GMAIL.COM,722269358
TRA1/47/C04/58612,AFFINITY VOYAGERS LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),AFFINITYVOYAGERS@GMAIL.COM,703225642
TRA1/47/C01/58624,ARVERDOR INTERNATIONAL SAFARIS,,Machakos,Nairobi,Tour or safari operators,arverdorinternationallimited@gmail.com,710101931
TRA1/47/C04/58629,K'OCHE TRAVEL & TOURS LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@kochetravels.com,710795349
TRA2/1/C01/58693,Ernest Services Ltd,,Mombasa,Mombasa,Tour or safari operators,info@ernestservices.co.ke,759821721
TRA6/47/C01/58720,East African Eco Adventures LTD,,Nairobi,Nakuru,Tour or safari operators,eaeakenya@gmail.com,715500540
TRA1/47/C02/58739,BOSCO AUTO CARE & TOURS 2004 LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,boscotours.travel@gmail.com,726563111
TRA1/47/C04/58768,KHUSHBOO TRAVELS (KENYA) LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),khushbootravel.ke@gmail.com,780889090
TRA2/2/C02/58823,MWANGI CAR HIRE SERVICES LIMITED,,Kwale,Mombasa,Tourist service vehicle hire,mwangicarhire@hotmail.com,725556105
TRA5/1/C02/58930,LINN COMPANY LTD,,Kisumu,Kisumu,Tour or safari operators,mnyaga53@gmail.com,0
TRA1/47/C01/58964,SPURWING TRAVEL AND TOURS LTD,,Nairobi,Nairobi,Tour or safari operators,safari@spurwingkenya.com,720491700
TRA3/3/C01/58971,WILDERNESS 360 LTD,,Kilifi,Malindi,Tour or safari operators,wilderness360ltd@gmail.com,39346322795
TRA2/2/C02/58977," GABRIA REAL ESTATE AND RENTAL LIMITED",,Kwale,Mombasa,Tourist service vehicle hire,gabriarealestate@gmail.com,791513533
TRA2/2/C02/58978,OTIPA'S CAR HIRE SERVICES LIMITED,,Kwale,Mombasa,Tourist service vehicle hire,otipascarhire@gmail.com,722894909
TRA1/47/C01/58983,CIRKEL ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,nirav.cirkel@gmail.com,712402440
TRA1/47/C01/59027,JEFFWAYS TOURS & TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,jeffbosire@gmail.com,720480389
TRA2/2/C01/59038,YOU AND NATURE LTD,,Kwale,Mombasa,Tour or safari operators,"elisabeth@you-and-nature.com ",713171224
TRA1/47/C02/59039,KHITHETE LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,khitheteltd@gmail.com,722983563
TRA6/32/C04/59095,SULUHISHO AFRICA TRAVEL,,Nakuru,Nakuru,Travel Agency  (Ticketing),suluhishoafricaltd@gmail.com,2.5473E+11
TRA1/47/C01/59097,GHAZAL VENTURES COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,kassim.abbas@gmail.com,0
TRA1/47/C01/59165,Perspective Africa Tours & Travel Ltd,,Nairobi,Nairobi,Tour or safari operators,martin@perspectiveafricasafaris.com,702 079 712
TRA1/47/C03/2241,LUCA SAFARI LIMITED(AIR CHARTER),,Nairobi,Nairobi,Local air charter,accounts@maasai.com,720125419
TRA1/47/C01/59186,AFRICAN  EXPLORATIONS LTD,,Nairobi,Nairobi,Tour or safari operators,admin@robertssafaris.com,725856347
TRA1/47/C01/59203,MOUNTAIN TOP SAFARIS,,Nairobi,Nairobi,Tour or safari operators,mountaintopsafaris@gmail.com,722422434
TRA5/42/C01/59209,SAMTON SAFARIS LTD,,Kisumu,Kisumu,Tour or safari operators,samtonsafaris@gmail.com,715416432
TRA1/47/C01/59276,UWEZO TOURS AND TRAVELLERS,,Nairobi,Nairobi,Tour or safari operators,uwezotours6@gmail.com,718235070
TRA2/1/C02/59300,AVENUE CAR HIRE & LEASING LTD,,Mombasa,Mombasa,Tourist service vehicle hire,mombasa@avenuecarhire.com,726548347
TRA1/47/C01/59308,bush pumba safaris,,Nairobi,Nairobi,Tour or safari operators,bushpumbasafaris@gmail.com,720674720
TRA1/47/C01/2151,GI PHOTO SAFARIS  LIMITED,,Nairobi,Nairobi,Tour or safari operators,gipsafaris18@gmail.com,0
TRA1/22/C02/95,"    PULCHRITUDE OF AFRICA EXPEDITIONS",,Kiambu,Nairobi,Tourist service vehicle hire,pulchritudeofafrica@gmail.com,100683088
TRA1/22/C04/59339,"JB DISCOVERIES LTD ",,Kiambu,Nairobi,Travel Agency  (Ticketing),info@jbdiscoveries.com,703252775
TRA1/47/C01/59340,GAMELAND TOURS,,Nairobi,Nairobi,Tour or safari operators,sheila@gamelandtours.co.ke,25472279514
TRA1/47/C04/59346,LUKAY SAFARIS LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),shadrackiprono389@gmail.com,716110049
TRA1/47/C01/3113,FIVE VICTORY SAFARIS,,Nairobi,Nairobi,Tour or safari operators,fivevictorysafaris9@gmail.com,0
TRA1/47/C04/59362,LITIQUES TRAVELS AND SAFARIS LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),salwalli50@gmail.com,700000043
TRA1/47/C04/59370,THE VACATION MARKETPLACE,,Nairobi,Nairobi,Travel Agency  (Ticketing),jan.sykes@outlook.com,0
TRA1/47/C01/59394,WAJIMY'S TOURS & TRAVEL CONSULTANT AGENCY,,Nyeri,Nairobi,Tour or safari operators,WAJIMMYTOURS2020@GMAIL.COM,721896107
TRA1/47/C01/59442,"HALMASH TRAVELLING AGENCY ",,Nairobi,Nairobi,Tour or safari operators,halmashtravelling@gmail.com,715397005
TRA1/47/C02/59495,Aspera Tours and Travel,,Nairobi,Nairobi,Tourist service vehicle hire,asperatours@gmail.com,2.5478E+11
TRA1/47/C01/59503,SAGE OF AFRICA ADVENTURES LTD,,Nairobi,Nairobi,Tour or safari operators,safaris@sageofafrica.net,725526363
TRA1/47/C01/59534,Chania Hikes,,Nairobi,Nairobi,Tour or safari operators,info@chaniahikes.com,114745690
TRA6/32/C01/59535,ERIKSON ROVER SAFARIS COMPANY LIMITED,,Nakuru,Nakuru,Tour or safari operators,sales@roversafari.com,723554557
TRA2/1/C02/59568,KETTY TOURS TRAVELS AND SAFARIS LTD,,Mombasa,Mombasa,Tourist service vehicle hire,info@kettytours.org,722480110
TRA1/16/C01/23,DKENYA TOURS AND SAFARIS,,Nairobi,Nairobi,Tour or safari operators,info@directkenyasafaris.com,703303739
TRA1/47/C04/59578,Sifalink Travel Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),sifalinktravel@gmail.com,2.54726E+11
TRA1/47/C04/59590,Muce Travel Agency Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),joycemueni387@gmail.com,700141250
TRA1/47/C01/59591,Wild of Choices Tours and Travel Limited,,Nairobi,Nairobi,Tour or safari operators,info@wildofchoices.com,714551061
TRA3/3/C01/59601,MEDINA ENTERPRISES LTD.,,Kilifi,Malindi,Tour or safari operators,accounts@medinapalms.com,711785560
TRA2/2/C02/59604,COASTAL AFRICAN LOGISTICS AND SAFARIS LIMITED,,Kwale,Mombasa,Tourist service vehicle hire,coastalafricanlogistics@gmail.com,720758572
TRA2/1/C01/59614,TRAIL FOXEN TOURS AND SAFARIS,,Mombasa,Mombasa,Tour or safari operators,FOXENSAFARISKENYA@YAHOO.COM,723648644
TRA1/47/C01/59637,Africa Flash Mc Tours and Travel Ltd,,Nairobi,Nairobi,Tour or safari operators,info@flashmctours.com,726042070
TRA1/47/C01/59703,Bonfire Adventures - Ciata,,Nairobi,Nairobi,Tour or safari operators,ridgeways@bonfireadventures.com,2.54704E+11
TRA1/47/C02/59713,SHER ADVENTURES LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,avnishah_shah@yahoo.com,723266924
TRA1/47/C01/3155,OUT2SAFARI LTD,,Nairobi,Nairobi,Tour or safari operators,out2safari@gmail.com,722495203
TRA2/1/C01/59775,MARLOMANI SAFARIS,,Mombasa,Mombasa,Tour or safari operators,info@marlomanisafaris.co.ke,725777076
TRA2/2/C02/59799,JUMBO HILTOP LODGE KWALE LTD,,Kwale,Mombasa,Tourist service vehicle hire,joemiano213@gmail.com,722696540
TRA6/47/C01/59835,TAZAMA AFRICA HOLIDAYS LIMITED,,Nakuru,Nakuru,Tour or safari operators,info@tazamaholidays.com,722672813
TRA1/34/C01/59842,BUNDUZ LIMITED,,Kajiado,Nairobi,Tour or safari operators,info@bunduz.com,721215426
TRA7/31/C01/59849,BEGIN NORTH ADVENTURES LTD,,Laikipia,Nyeri,Tour or safari operators,travel@beginnorthadventures.com,723685063
TRA2/2/C01/59861,fahigalu blue co ltd,,Kwale,Mombasa,Tour or safari operators,irleckie60@gmail.com,722782627
TRA2/1/C04/59864,GOLDEN TRAVEL AND TOURS,,Mombasa,Mombasa,Travel Agency  (Ticketing),anwar@goldentravel.co.ke,729983900
TRA7/31/C01/6,Anjuan Limited,,Laikipia,Nyeri,Tour or safari operators,rocky@olmalo.com,0
TRA1/47/C02/59906,SAMABIM TOURS & SAFARIS,,Nairobi,Nairobi,Tourist service vehicle hire,thuosa@gmail.com,722421996
TRA2/1/C01/59933,NIMBUS TOURS & TRAVEL LTD,,Mombasa,Mombasa,Tour or safari operators,"info@nimbustoursandtravel,com",720975264
TRA2/1/C02/59934,VUNGA TOURS AND SAFARIS LIMITED,,Mombasa,Mombasa,Tourist service vehicle hire,vungatours2@gmail.com,726793231
TRA1/47/C01/59963,NATURE INSIGHT SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,natureinsightsafaris!@gmail.com,25423391166
TRA1/31/C01/105,AHAMBI TOURS AND TRAVEL AGENTS LTD,,Nairobi,Nairobi,Tour or safari operators,info@ahambitours.co.ke,728025652
TRA1/47/C01/60009,WILD DALIA ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,wilddaliakenya@gmail.com,25472111199
TRA7/19/C01/60039,DESTINATION KENYA MOUNTAIN AND SAFARI,,Nyeri,Nyeri,Tour or safari operators,info@kenyaexpeditions.com,708729892
TRA1/47/C02/2044,OLOBOLAST WILD ADVENTURES LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,matheamburu@yahoo.com,722363657
TRA1/47/C04/2354,ADVATRAVEL AND SAFARIS LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),finance@advatech.co.ke,720703029
TRA1/47/C02/60053,ROSECATE PROMOTIONS AND SUPPLIES  LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,mainasammy68@gmail.com,713328000
TRA1/47/C04/2194,TOP TRAVEL TRIP LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),topup.nbo@toptraveltrip.com,719777878
TRA1/47/C04/60094,AIRLITE TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),JAYNEKINYAGA@GMAIL.COM,727224834
TRA1/47/C01/60132,Citrus Tours Limited,,Nairobi,Nairobi,Tour or safari operators,info@info@citrustoursafaris.com,719360468
TRA1/47/C01/2260,AFRIQUE CALABASH TOURS AND SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,afriquecalabashsafaris@gmail.comail,723951721
TRA1/47/C01/60138,GREY PARROT TOURS LIMITED,,Nairobi,Nairobi,Tour or safari operators,dennis.shijenje@gmail.com,732392290
TRA1/47/C01/60174,"Musiara Ltd ",,Nairobi,Nairobi,Tour or safari operators,complianceke@wildernessdestinations.com,2734000
TRA1/47/C01/60208,DELFIN TOURS COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,delfintoursltd@gmail.com,796677068
TRA1/47/C04/60211,ZIA CONCIERGE SERVICES LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),accounts@thezurigroup.com,727527986
TRA6/32/C01/60218,Malnodez Safaris Limited,,Nakuru,Nakuru,Tour or safari operators,malnodez032safaris@gmail.com,777922477
TRA1/47/C04/60229,Taipan Vacations and Travel Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),vacations@taipantravel.co.ke,722296604
TRA7/12/C01/60235,"BUSHBLAZERS TOURS, TRAVEL & SAFARIS LTD",,Meru,Nyeri,Tour or safari operators,phyllis@bushblazers.com,722321239
TRA7/31/C01/60240,Becky Robertson Safari Company Limited,,Nyeri,Nyeri,Tour or safari operators,becky@thesafariretreat.com,0
TRA1/47/C01/60267,ATTIC TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@attictravel.com,2.54721E+11
TRA5/42/C02/60283,GATELINKS KENYA LIMITED,,Kisumu,Kisumu,Tourist service vehicle hire,gatelinkskltd@gmail.com,723840114
TRA1/47/C03/60296,Governors Aviation LTD,,Nairobi,Nairobi,Local air charter,ann@governorscamp.com,2734000
TRA6/32/C01/60310,TRAVEL LIFE ADVENTURES,,Nakuru,Nakuru,Tour or safari operators,travelifeadventures@gmail.com,2.54721E+11
TRA7/31/C01/67,SIRIKOI LIMITED,,Meru,Nyeri,Tour or safari operators,accounts@sirikoi.com,0
TRA7/31/C01/152,Urban Smoke,,Nyeri,Nyeri,Tour or safari operators,urbansmoke.ke@gmail.com,0
TRA1/16/C02/16,HUELLA AFRICA SAFARIS LIMITED,,Machakos,Nairobi,Tourist service vehicle hire,simndegwa@gmail.com,724515397
TRA1/47/C01/60364,TrippyGo Tours and Travel Ltd,,Nairobi,Nairobi,Tour or safari operators,dennis@trippygotours.com,711950083
TRA1/47/C01/60416,Happy Africa Tours Ltd.,,Nairobi,Nairobi,Tour or safari operators,thomasomondi2013@gmail.com,721466652
TRA1/47/C01/60449,JAVIVA ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@javivaadventures.com,2.548E+11
TRA5/42/C01/60455,VIBA Explore Tours Limited,,Kisumu,Kisumu,Tour or safari operators,vivian@vibaexplore.com,717190045
TRA6/32/C01/60471,Terra- Madre Tours and Travel Ltd,,Nakuru,Nakuru,Tour or safari operators,terramadretntravels@gmail.com,2.54716E+11
TRA1/47/C04/2244,SECRETS TO AFRICA TRAVEL LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),res@secrettoafrica.com,716988503
TRA1/47/C02/60563,EXPEDITION HAPPY HOUR ADVENTURES LTD,,Nairobi,Nairobi,Tourist service vehicle hire,expeditionhappyhour@gmail.com,710788000
TRA1/22/C01/60582,HOME AND AWAY DESTINATIONS LTD,,Kiambu,Nairobi,Tour or safari operators,ceo@homeaway.co.ke,722529444
TRA1/47/C01/60612,TIGRE SAFARIS,,Nairobi,Nairobi,Tour or safari operators,tigresafaris@gmail.com,114393458
TRA2/1/C04/60657,BLUEWAYS TRAVELS,,Mombasa,Mombasa,Travel Agency  (Ticketing),bluewaystravels@outlook.com,705793989
TRA1/47/C01/60667,AFRIKA BONA SAFARIS & ADVENTURES,,Nairobi,Nairobi,Tour or safari operators,info@afrikabonasafaris.com,720773453
TRA1/47/C01/60689,"Holidayworks Africa Tours and Safaris ",,Nairobi,Nairobi,Tour or safari operators,info@holidayworksafricasafaris.com,2.54723E+11
TRA1/47/C01/60733,"East Africa adventure tour and safaris ",,Nairobi,Nairobi,Tour or safari operators,info@adventureeastafrica.com,722106172
TRA3/3/C01/60739,Monaco Holidays Limited,,Kilifi,Malindi,Tour or safari operators,monacoholidaysafrica@gmail.com,722234821
TRA1/47/C01/60808,Jumbo Adventures Limited,,Nairobi,Nairobi,Tour or safari operators,jumboadventures254@gmail.com,736792860
TRA1/47/C04/60857,FLIGHT CENTER TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),accounts@flight-center.co.ke,707893899
TRA2/1/C01/60865,GRANDS ESPACES SAFARIS,,Mombasa,Mombasa,Tour or safari operators,INFO@GRANDSESPACESSAFARIS.COM,722396829
TRA1/47/C01/60935,SERAPHIC SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,SERAPHICSAFARIS@GMAIL.COM,722573555
TRA1/47/C01/60972,AFRICAN LITTLE GULL TOURS LIMITED,,Nairobi,Nairobi,Tour or safari operators,goldeneagle074@gmail.com,722622554
TRA1/47/C01/60979,GLORY SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,accounts@glorysafaris.com,723007205
TRA1/47/C04/60987,CATALYST TRAVELS  LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),md@catalysttravels.com,2.54723E+11
TRA1/34/C02/61013,CASSEY TOURS AND SAFARIS,,Kajiado,Nairobi,Tourist service vehicle hire,gracesopaito@gmail.com,2.54719E+11
TRA5/42/C01/61022,SHIKADAH TOURS & TRAVEL LIMITED,,Kisumu,Kisumu,Tour or safari operators,info@shikadahtours.com,728821791
TRA7/19/C01/61069,MT KENYA RIVERS TREKKERS AND SAFARIS LIMITED,,Nyeri,Nyeri,Tour or safari operators,MTKENYATREKKERSANDSAFARIS@GMAIL.COM,702263017
TRA6/32/C01/61070,panorama park hotel limited,,Nakuru,Nakuru,Tour or safari operators,panoramalodge07@gmail.com,712091777
TRA7/19/C01/61082,NAS-Northwest Wilderness Safaris Ltd,,Nyeri,Nyeri,Tour or safari operators,explore@northwest.co.ke,722757304
TRA1/47/C01/61125,"Saleva Africa Tours Ltd ",,Nairobi,Nairobi,Tour or safari operators,info@salevaafrica.co.ke,721704361
TRA1/47/C01/61153,Sirua Expeditions Ltd,,Nairobi,Nairobi,Tour or safari operators,connect@siruaexpeditions.co.ke,25470791152
TRA1/22/C01/61155,Bush Mosaic Safaris limited,,Kiambu,Nairobi,Tour or safari operators,brenda@bushmosaicsafaris.com,711989260
TRA1/47/C01/61157,Strides of Africa Tours & Travel LTD,,Nairobi,Nairobi,Tour or safari operators,info@stridesofafrica.com,798057806
TRA2/2/C01/61164,MARURA SAFARIS LIMITED,,Kwale,Mombasa,Tour or safari operators,george@marurasafaris.com,726984596
TRA5/42/C01/61169,QUICK BIRD TOUR AND TRAVELS LIMITED,,Kisumu,Kisumu,Tour or safari operators,emngigi@gmail.com,724989327
TRA1/47/C04/61176,AMBVISION TRAVEL AGENCY,,Nairobi,Nairobi,Travel Agency  (Ticketing),ambvisiontravelagency@gmail.com,711512930
TRA1/47/C04/61191,ROYAL VANTAGE TRAVEL AGENCY,,Nairobi,Nairobi,Travel Agency  (Ticketing),royalvantage23@gmail.com,721853299
TRA1/47/C04/61194,YABAAL TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),yabaaltravel@gmail.com,722623322
TRA1/47/C04/61195,GREEN BAY TRAVEL LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),accounts@greenbay-travel.com,705307506
TRA1/47/C01/61219,"ANGEL MEDIA LIMITED/ANGEL FUN TOURS AND TRAVEL AFRICA  ",,Nairobi,Nairobi,Tour or safari operators,ANGELMEDIALIMITED@GMAIL.COM,713288743
TRA1/32/C02/121,KIVUKO AFRICA ADVENTURES,,Nakuru,Nairobi,Tourist service vehicle hire,KIVUKOAFAD2021@GMAIL.COM,721948861
TRA7/22/C01/61264,TAAKEN LIMITED,,Kiambu,Nyeri,Tour or safari operators,info@tanzaniasisimua.com,721787660
TRA1/47/C01/61284,RUBY - ROXY TOURS & TRAVEL COLLECTION,,Nairobi,Nairobi,Tour or safari operators,lindavoya@gmail.com,725311615
TRA1/33/C02/61292,Africa Mission Service,,Narok,Nairobi,Tourist service vehicle hire,reservations2@marawest.com,718043713
TRA2/2/C01/61303,Kenpal Travel,,Kwale,Mombasa,Tour or safari operators,kenpal@mail.com,728765000
TRA1/47/C01/61319,"Ngurumah Tours and Travel Limited ",,Nairobi,Nairobi,Tour or safari operators,info@ngurumahtours.com,715565292
